book_id,title,author,author_2,additional_authors,ISBN,ISBN13,my_rating,average_rating,Publisher,Binding,number_of_pages,year_published,original_publication_year,date_read,date_added,Bookshelves,bookshelves_status,exclusive_self,my_review,Spoiler,private_notes,read_count,owned_copies,genre,
58884738,Last Summer on State Street,Toya Wolfe,"Wolfe, Toya",,63209748,9780063209749,0,4.21,William Morrow,Hardcover,212,2022.0,2022.0,,2022/09/16,to-read,to-read (#76),to-read,,,,0,0,Fiction,
54976986,Great Circle,Maggie Shipstead,"Shipstead, Maggie",,,,0,4.1,Knopf,Hardcover,608,2021.0,2021.0,,2022/09/16,to-read,to-read (#75),to-read,,,,0,0,Fiction,
56898303,We Are Not Like Them,Christine Pride,"Pride, Christine",Jo Piazza,1982181036,9781982181031,0,4.06,Atria Books,Hardcover,336,2021.0,2021.0,,2022/09/16,to-read,to-read (#74),to-read,,,,0,0,Fiction,
59856071,All That's Left Unsaid,Tracey Lien,"Lien, Tracey",,63227738,9780063227736,0,3.96,William Morrow,Hardcover,304,2022.0,2022.0,,2022/09/16,to-read,to-read (#73),to-read,,,,0,0,Fiction,
57693171,Olga Dies Dreaming,Xóchitl González,"González, Xóchitl",,1250786177,9781250786173,0,3.97,Flatiron Books,Hardcover,369,2022.0,2022.0,,2022/09/16,to-read,to-read (#72),to-read,,,,0,0,Fiction,
617702,In the Realm of Hungry Ghosts: Close Encounters with Addiction,Gabor Maté,"Maté, Gabor",,676977405,9780676977400,5,4.49,Knopf Canada,Hardcover,480,2008.0,2007.0,2022/09/16,2022/06/13,,,read,,,,1,0,Psychology,
341879,Just Kids,Patti Smith,"Smith, Patti",,,,0,4.22,Ecco,Hardcover,304,2010.0,2010.0,,2022/09/08,to-read,to-read (#71),to-read,,,,0,0,Biography & Autobiography,
18222843,Stuff Matters: Exploring the Marvelous Materials That Shape Our Man-Made World,Mark Miodownik,"Miodownik, Mark",,544236041,9780544236042,0,4.11,Houghton Mifflin Harcourt,Hardcover,272,2014.0,2013.0,,2022/09/07,to-read,to-read (#70),to-read,,,,0,0,Science,
27833843,Unnatural Causes: The Life and Many Deaths of Britain's Top Forensic Pathologist,Richard Shepherd,"Shepherd, Richard",,718182715,9780718182717,4,4.32,Michael Joseph,Hardcover,400,2018.0,2018.0,2022/09/06,2022/07/08,,,read,,,,1,0,Biography & Autobiography,
35953464,Broad Band: The Untold Story of the Women Who Made the Internet,Claire L.  Evans,"Evans, Claire L.",,735211752,9780735211759,0,3.93,Portfolio,Hardcover,288,2018.0,2018.0,,2022/09/05,to-read,to-read (#69),to-read,,,,0,0,Biography & Autobiography,
21856367,"The Innovators: How a Group of Hackers, Geniuses and Geeks Created the Digital Revolution",Walter Isaacson,"Isaacson, Walter",,,9781476708690,0,4.12,Simon and Schuster,Hardcover,542,2014.0,2011.0,,2022/09/05,to-read,to-read (#68),to-read,,,,0,0,Biography & Autobiography,
23848559,Furiously Happy: A Funny Book About Horrible Things,Jenny  Lawson,"Lawson, Jenny",,1250077001,9781250077004,4,3.9,Flatiron Books,Hardcover,329,2015.0,2015.0,2022/09/04,2022/06/07,,,read,,,,1,0,Biography & Autobiography,
40097951,The Silent Patient,Alex Michaelides,"Michaelides, Alex",,1250301696,9781250301697,0,4.17,Celadon Books,Hardcover,336,2019.0,2019.0,,2022/09/01,to-read,to-read (#67),to-read,,,,0,0,Fiction,
36490332,"Talking to My Daughter About the Economy: or, How Capitalism Works—and How It Fails",Yanis Varoufakis,"Varoufakis, Yanis",Jacob Moe,374718431,9780374718435,0,4.13,"Farrar, Straus and Giroux",Kindle Edition,224,2018.0,2013.0,,2022/09/01,to-read,to-read (#66),to-read,,,,0,0,Business & Economics,
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,152023984,9780152023980,0,4.33,"Harcourt, Inc.",Hardcover,96,2000.0,1943.0,2022/08/31,2022/08/31,,,read,,,,1,0,Fiction,
35212990,All That Remains: A Life in Death,Sue Black,"Black, Sue",,857524925,9780857524928,0,4.16,Doubleday,Hardcover,368,2018.0,2018.0,,2022/08/30,to-read,to-read (#65),to-read,,,,0,0,Science,
57693619,The Greatest Invention: A History of the World in Nine Mysterious Scripts,Silvia Ferrara,"Ferrara, Silvia",Todd Portnowitz,374601623,9780374601621,0,3.46,"Farrar, Straus and Giroux",Hardcover,304,2022.0,2019.0,,2022/08/30,to-read,to-read (#64),to-read,,,,0,0,History,
50659467,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,1635575567,9781635575569,4,4.17,Bloomsbury Publishing,Paperback,419,2020.0,2015.0,2022/08/30,2022/08/30,,,read,,,,1,0,Fiction,
570172,The Brain that Changes Itself: Stories of Personal Triumph from the Frontiers of Brain Science,Norman Doidge,"Doidge, Norman",,,9780670038305,0,4.2,Viking,Hardcover,427,2007.0,2007.0,,2022/08/25,to-read,to-read (#63),to-read,,,,0,0,Science,
57899793,All My Rage,Sabaa Tahir,"Tahir, Sabaa",,593202341,9780593202340,0,4.49,Razorbill,Hardcover,376,2022.0,2022.0,,2022/08/23,to-read,to-read (#62),to-read,,,,0,0,Fiction,
22435,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Brian Greene,"Greene, Brian",,965900584,9780965900584,0,4.13,Alfred Knopf,Paperback,569,2004.0,2004.0,,2022/08/18,to-read,to-read (#61),to-read,,,,0,0,Science,
59606357,We Should Not Be Afraid of the Sky,Emma Hooper,"Hooper, Emma",,735232741,9780735232747,0,3.65,Hamish Hamilton,Hardcover,320,2022.0,,,2022/08/18,to-read,to-read (#60),to-read,,,,0,0,Fiction,
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,,,5,4.01,Grand Central Publishing,Hardcover,336,2021.0,2021.0,2022/08/16,2021/06/14,,,read,,,,1,0,Fiction,
424,Slouching Towards Bethlehem,Joan Didion,"Didion, Joan",,,,0,4.19,Farrar Straus Giroux,Paperback,238,2008.0,1968.0,,2022/08/02,to-read,to-read (#59),to-read,,,,0,0,Fiction,
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,571268862,9780571268863,0,4.06,Harper Perennial Modern Classics,Paperback,294,2006.0,1963.0,,2022/07/26,to-read,to-read (#58),to-read,,,,0,0,Fiction,
56668328,"The Bomber Mafia: A Dream, a Temptation, and the Longest Night of the Second World War",Malcolm Gladwell,"Gladwell, Malcolm",,316296619,9780316296618,4,4.03,"Little, Brown and Company",Hardcover,256,2021.0,2021.0,2022/07/26,2022/07/19,,,read,,,,1,0,Business & Economics,
857502,Concerning the Spiritual in Art,Wassily Kandinsky,"Kandinsky, Wassily",M.T.H. Sadler,486234118,9780486234113,0,3.84,Dover Publications,Paperback,80,1977.0,1912.0,,2022/07/25,to-read,to-read (#57),to-read,,,,0,0,Art,
50196744,Know My Name,Chanel Miller,"Miller, Chanel",,735223718,9780735223714,0,4.7,Viking,ebook,384,2019.0,2019.0,,2022/07/25,to-read,to-read (#56),to-read,,,,0,0,Biography & Autobiography,
52374,Against Interpretation and Other Essays,Susan Sontag,"Sontag, Susan",,312280866,9780312280864,0,4.15,Picador,Paperback,336,2001.0,1964.0,2022/07/25,2021/12/16,,,read,,,,1,0,Literary Collections,
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,"Bourdain, Anthony",,60899220,9780060899226,5,4.18,Ecco/Harper Perennial,Paperback,312,2007.0,2000.0,2022/07/22,2022/05/09,,,read,,,,1,0,Biography & Autobiography,
55360284,Taste: My Life Through Food,Stanley Tucci,"Tucci, Stanley",,1982168013,9781982168018,3,4.2,Gallery Books,Hardcover,291,2021.0,2021.0,2022/07/16,2022/05/20,,,read,,,,1,0,Biography & Autobiography,
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,1501139231,9781501139239,5,4.4,Atria Books,Hardcover,389,2017.0,2017.0,2022/07/10,2021/12/15,,,read,,,,1,0,Fiction,
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,374602603,9780374602604,4,3.53,"Farrar, Straus and Giroux",Hardcover,356,2021.0,2021.0,2022/06/28,2022/06/28,,,read,,,,1,0,Fiction,
51045613,Deacon King Kong,James   McBride,"McBride, James",,,9780735216723,0,4.17,Riverhead Books,Hardcover,370,2020.0,2020.0,,2022/06/27,to-read,to-read (#55),to-read,,,,0,0,Fiction,
292327,The Bluest Eye,Toni Morrison,"Morrison, Toni",,307278441,9780307278449,0,4.12,Vintage International,Paperback,206,2007.0,1970.0,2016/7/20,2022/06/27,,,read,,,,1,0,Fiction,
23419,The Consolations of Philosophy,Alain de Botton,"Botton, Alain de",,,,0,4.01,Vintage,Paperback,265,2001.0,2000.0,,2022/06/26,to-read,to-read (#54),to-read,,,,0,0,Science,
52128695,"Ace: What Asexuality Reveals About Desire, Society, and the Meaning of Sex",Angela  Chen,"Chen, Angela",,,9780807013793,3,4.35,Beacon Press,Hardcover,210,2020.0,2020.0,2022/06/21,2022/06/07,,,read,,,,1,0,Science,
6792458,The New Jim Crow: Mass Incarceration in the Age of Colorblindness,Michelle Alexander,"Alexander, Michelle",,,,5,4.52,The New Press Inc.,Hardcover,290,2010.0,2010.0,2022/06/17,2022/05/08,,,read,,,,1,0,Political Science,
1842,"Guns, Germs, and Steel: The Fates of Human Societies",Jared Diamond,"Diamond, Jared",,739467352,9780739467350,0,4.04,W.W. Norton & Company,Paperback,498,2005.0,1997.0,,2022/06/16,to-read,to-read (#53),to-read,,,,0,0,History,
56269264,The Dawn of Everything: A New History of Humanity,David Graeber,"Graeber, David",David Wengrow,374157359,9780374157357,0,4.2,"Farrar, Straus and Giroux",Hardcover,692,2021.0,2021.0,,2022/06/16,to-read,to-read (#52),to-read,,,,0,0,History,
80336,Distinction: A Social Critique of the Judgement of Taste,Pierre Bourdieu,"Bourdieu, Pierre",Richard Nice,674212770,9780674212770,4,4.16,Harvard University Press,Paperback,613,1984.0,1979.0,2022/06/10,2022/03/17,,,read,,,,1,0,Science,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Robert Heindel, John Bugg, Charlotte Brontë, Richard J. Dunn",,,0,3.9,Norton,Paperback,464,2002.0,1847.0,,2022/06/08,to-read,to-read (#51),to-read,,,,0,0,Fiction,
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",Abraham   Verghese,812988418,9780812988413,4,4.41,Random House,Kindle Edition,208,2016.0,2016.0,2022/06/03,2022/04/26,,,read,,,,1,0,Biography & Autobiography,
23013953,Gut: The Inside Story of Our Body's Most Underrated Organ,Giulia Enders,"Enders, Giulia",Jill Enders,1771641495,9781771641494,4,4.07,Greystone Books,Paperback,273,2015.0,2014.0,2022/05/30,2022/02/15,,,read,,,,1,0,Science,
31669,A Memoir of Jane Austen and Other Family Recollections,James Edward Austen-Leigh,"Austen-Leigh, James Edward","Caroline Austen, Henry Austen, Anna Austen Lefroy, Kathryn Sutherland",192840746,9780192840745,0,3.83,Oxford University Press,Paperback,352,2002.0,1869.0,,2022/05/23,to-read,to-read (#50),to-read,,,,0,0,Biography & Autobiography,
23168277,"The Sympathizer (The Sympathizer, #1)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,802123457,9780802123459,0,4.01,Grove Press,Hardcover,371,2015.0,2015.0,,2022/05/23,to-read,to-read (#49),to-read,,,,0,0,Fiction,
18521,A Room of One’s Own,Virginia Woolf,"Woolf, Virginia",,,,5,4.22,Penguin Books,Paperback,112,2000.0,1929.0,2022/05/23,2022/04/26,,,read,,,,1,0,Biography & Autobiography,
41940285,"User Friendly: How the Hidden Rules of Design Are Changing the Way We Live, Work, and Play",Cliff Kuang,"Kuang, Cliff",Robert Fabricant,,,0,4.14,MCD,Hardcover,416,2019.0,2019.0,,2022/05/17,to-read,to-read (#48),to-read,,,,0,0,Technology & Engineering,
38232376,"Nine Pints: A Journey Through the Money, Medicine, and Mysteries of Blood",Rose George,"George, Rose",,1627796371,9781627796378,0,3.83,Metropolitan Books,Hardcover,289,2018.0,2018.0,,2022/05/08,to-read,to-read (#47),to-read,,,,0,0,Science,
6425404,Changing My Mind: Occasional Essays,Zadie Smith,"Smith, Zadie",,1594202370,9781594202377,4,3.83,The Penguin Press HC,Hardcover,320,2009.0,2009.0,2022/05/08,2021/12/16,,,read,,,,1,0,Literary Collections,
61538,The Extended Phenotype: The Long Reach of the Gene (Popular Science),Richard Dawkins,"Dawkins, Richard",,192880519,9780192880512,0,4.12,Oxford University Press,Paperback,336,1999.0,1982.0,,2022/05/04,to-read,to-read (#46),to-read,,,,0,0,Science,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,1400078776,9781400078776,4,3.85,Vintage Books ,Paperback,288,2010.0,2005.0,2022/02/01,2022/05/01,,,read,,,,1,0,Fiction,
53825991,Intimations,Zadie Smith,"Smith, Zadie",,,9780593297612,4,3.98,Penguin Books,Paperback,97,2020.0,2020.0,2022/05/01,2022/03/01,,,read,,,,1,0,Literary Collections,
46114,The Waves,Virginia Woolf,"Woolf, Virginia",,156949601,9780156949606,0,4.15,Harvest Books,Paperback,297,1978.0,1931.0,,2022/04/27,to-read,to-read (#45),to-read,,,,0,0,Fiction,
8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,"Truss, Lynne",,1592402038,9781592402038,0,3.87,The Penguin Group,Hardcover,209,2006.0,2003.0,,2022/04/26,to-read,to-read (#44),to-read,,,,0,0,Language Arts,
7445,The Glass Castle,Jeannette Walls,"Walls, Jeannette",,,9780743247542,0,4.32,Scribner,Paperback,288,2006.0,2005.0,,2022/04/26,to-read,to-read (#43),to-read,,,,0,0,Biography & Autobiography,
3869,A Brief History of Time,Stephen Hawking,"Hawking, Stephen",,553380168,9780553380163,0,4.21,Bantam Books,Paperback,226,1998.0,1988.0,,2022/04/26,to-read,to-read (#42),to-read,,,,0,0,Science,
58395049,True Biz,Sara Nović,"Nović, Sara",,593241509,9780593241509,0,4.07,Random House,Hardcover,386,2022.0,2022.0,,2022/04/26,to-read,to-read (#41),to-read,,,,0,0,Fiction,
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,451499077,9780451499073,4,3.74,Hogarth,Kindle Edition,304,2017.0,2017.0,2022/04/25,2022/04/25,,,read,,,,1,0,Fiction,
34536488,Principles: Life and Work,Ray Dalio,"Dalio, Ray",Jeremy Bobb,1508243247,9781508243243,0,4.11,Simon & Schuster Audio,Audio CD,16,2017.0,2017.0,,2022/04/21,to-read,to-read (#40),to-read,,,,0,0,Business & Economics,
52884091,"The Narrow Corridor: States, Societies, and the Fate of Liberty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,,,4,4.22,Penguin,Kindle Edition,560,2019.0,2019.0,2022/04/20,2020/05/20,,,read,,,,1,0,Political Science,
25135194,Prisoners of Geography: Ten Maps That Tell You Everything You Need to Know About Global Politics,Tim  Marshall,"Marshall, Tim",,1783961414,9781783961412,0,4.19,Elliott & Thompson,Hardcover,256,2015.0,2015.0,,2022/04/18,to-read,to-read (#39),to-read,,,,0,0,Science,
12158480,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty",Daron Acemoğlu,"Acemoğlu, Daron",James A. Robinson,307719219,9780307719218,0,4.09,Crown Currency,Hardcover,529,2012.0,2012.0,,2022/04/18,to-read,to-read (#38),to-read,,,,0,0,Political Science,
10245602,Poor Economics: A Radical Rethinking of the Way to Fight Global Poverty,Abhijit V. Banerjee,"Banerjee, Abhijit V.",Esther Duflo,1586487981,9781586487980,0,4.28,PublicAffairs,Hardcover,320,2011.0,2011.0,,2022/04/17,to-read,to-read (#37),to-read,,,,0,0,Business & Economics,
45289222,Writers & Lovers,Lily King,"King, Lily",,,,4,4.0,Grove Press,Hardcover,320,2020.0,2020.0,2022/04/14,2022/01/18,,,read,,,,1,0,Fiction,
57812401,Five Tuesdays in Winter,Lily King,"King, Lily",,802158765,9780802158765,0,3.71,Grove Press,Hardcover,240,2021.0,2021.0,,2022/04/13,to-read,to-read (#36),to-read,,,,0,0,Fiction,
40603783,The Defining Decade: Why Your Twenties Matter—And How to Make the Most of Them Now,Meg Jay,"Jay, Meg",,,,3,4.11,Twelve,Kindle Edition,273,2012.0,2012.0,2022/04/08,2022/01/25,,,read,,,,1,0,Self-Help,
49090884,Tender Is the Flesh,Agustina Bazterrica,"Bazterrica, Agustina",Sarah Moses,1982150920,9781982150921,0,3.78,Scribner,Paperback,209,2020.0,2017.0,,2022/04/06,to-read,to-read (#35),to-read,,,,0,0,Fiction,
55959528,Three Rooms,Jo Hamya,"Hamya, Jo",,358572096,9780358572091,0,3.08,Mariner Books,Hardcover,208,2021.0,2021.0,,2022/04/01,to-read,to-read (#34),to-read,,,,0,0,Fiction,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,5,4.45,Riverhead Books,Hardcover,372,2007.0,2007.0,2022/03/31,2021/12/15,,,read,,,,1,0,Fiction,
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,1541675819,9781541675810,4,4.06,Basic Books,Hardcover,288,2021.0,2021.0,2022/03/27,2021/12/02,,,read,,,,1,0,Science,
40664707,The Undying,Anne Boyer,"Boyer, Anne",,,,0,4.16,,Paperback,320,,2019.0,,2022/03/27,to-read,to-read (#33),to-read,,,,0,0,Biography & Autobiography,
6670287,The Collected Stories of Lydia Davis,Lydia Davis,"Davis, Lydia",,374270600,9780374270605,0,4.24,"Farrar, Straus and Giroux",Hardcover,733,2009.0,2009.0,,2022/03/27,to-read,to-read (#32),to-read,,,,0,0,Literary Collections,
55338982,Cultish: The Language of Fanaticism,Amanda Montell,"Montell, Amanda",,62993151,9780062993151,4,3.83,Harper,Hardcover,309,2021.0,2021.0,2022/03/17,2021/11/08,,,read,,,,1,0,Language Arts,
52845775,Minor Feelings: An Asian American Reckoning,Cathy Park Hong,"Hong, Cathy Park",,1984820362,9781984820365,5,4.2,One World,Hardcover,209,2020.0,2020.0,2021/09/03,2021/05/06,,,read,,,,1,0,Literary Collections,
54814676,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,525657746,9780525657743,5,4.25,Knopf,Hardcover,239,2021.0,2021.0,2022/03/10,2022/01/12,,,read,,,,1,0,Biography & Autobiography,
39074550,Humble Pi: A Comedy of Maths Errors,Matt    Parker,"Parker, Matt",,241360196,9780241360194,3,4.1,Allen Lane,Paperback,314,2019.0,2019.0,2022/03/08,2022/01/25,,,read,,,,1,0,Science,
51710349,The WEIRDest People in the World: How the West Became Psychologically Peculiar and Particularly Prosperous,Joseph Henrich,"Henrich, Joseph",,374710457,9780374710453,3,4.13,"Farrar, Straus and Giroux",Kindle Edition,706,2020.0,2020.0,2022/03/08,2022/01/17,,,read,,,,1,0,Business & Economics,
23714521,Orbiting Jupiter,Gary D. Schmidt,"Schmidt, Gary D.",,,,0,4.23,Clarion Books,Kindle Edition,183,2015.0,2015.0,,2022/02/23,to-read,to-read (#31),to-read,,,,0,0,Fiction,
41793575,War Doctor: Surgery on the Front Line,David Nott,"Nott, David",,1509837027,9781509837021,5,4.54,Picador,Hardcover,355,2019.0,2019.0,2022/02/18,2022/02/18,,,read,,,,1,0,Biography & Autobiography,
43721059,The Night Watchman,Louise Erdrich,"Erdrich, Louise",,62671200,9780062671202,0,4.1,HarperCollins,ebook,464,2020.0,2020.0,,2022/02/16,to-read,to-read (#30),to-read,,,,0,0,Fiction,
41940225,Aug 9 - Fog⁠,Kathryn Scanlan,"Scanlan, Kathryn",,374106878,9780374106874,0,3.54,MCD,Hardcover,128,2019.0,2019.0,,2022/02/15,to-read,to-read (#29),to-read,,,,0,0,Fiction,
384664,We're All in This Together: A Novella and Stories,Owen King,"King, Owen",,1582345880,9781582345888,0,3.47,Bloomsbury USA,Paperback,229,2006.0,2005.0,,2022/02/15,to-read,to-read (#28),to-read,,,,0,0,Fiction,
52260627,"The Committed (The Sympathizer, #2)",Viet Thanh Nguyen,"Nguyen, Viet Thanh",,802157068,9780802157065,0,3.96,Grove Press,Hardcover,345,2021.0,2021.0,,2022/02/15,to-read,to-read (#27),to-read,,,,0,0,Fiction,
56816904,The Sentence,Louise Erdrich,"Erdrich, Louise",,,9780062671127,0,3.94,Harper,Hardcover,387,2021.0,2021.0,,2022/02/15,to-read,to-read (#26),to-read,,,,0,0,Fiction,
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,,9780593318171,4,3.74,Alfred A. Knopf,Hardcover,340,2021.0,2021.0,2022/02/07,2022/02/01,,,read,,,,1,0,Fiction,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,,,0,4.13,Random House: Modern Library,Paperback,272,2004.0,1890.0,2017/8/15,2022/02/03,,,read,,,,1,0,Fiction,
31423245,How to Be a Stoic: Using Ancient Philosophy to Live a Modern Life,Massimo Pigliucci,"Pigliucci, Massimo",,465097952,9780465097951,2,4.05,Basic Books,Hardcover,288,2017.0,2017.0,2022/01/31,2021/12/04,,,read,,,,1,0,Psychology,
58231775,Peach Blossom Spring,Melissa Fu,"Fu, Melissa",,316286737,9780316286732,0,4.18,"Little, Brown and Company",Hardcover,400,2022.0,2022.0,,2022/01/26,to-read,to-read (#25),to-read,,,,0,0,Fiction,
41160292,Exhalation,Ted Chiang,"Chiang, Ted",,,,4,4.27,Knopf,ebook,368,2019.0,2019.0,2022/01/23,2021/12/14,,,read,,,,1,0,Fiction,
41081373,"Girl, Woman, Other",Bernardine Evaristo,"Evaristo, Bernardine",,241364906,9780241364901,0,4.27,Hamish Hamilton,Kindle Edition,453,2019.0,2019.0,,2022/01/18,to-read,to-read (#24),to-read,,,,0,0,Fiction,
168642,In Cold Blood,Truman Capote,"Capote, Truman",,679745580,9780679745587,0,4.09,Vintage,Paperback,343,1994.0,1966.0,,2022/01/18,to-read,to-read (#23),to-read,,,,0,0,History,
13214,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,"Angelou, Maya",,553279378,9780553279375,0,4.3,Bantam Books,Paperback,289,1993.0,1969.0,,2022/01/15,to-read,to-read (#22),to-read,,,,0,0,Biography & Autobiography,
33917,The Namesake,Jhumpa Lahiri,"Lahiri, Jhumpa",,618485228,9780618485222,0,4.02,Mariner,Paperback,304,2003.0,2003.0,,2022/01/15,to-read,to-read (#21),to-read,,,,0,0,Fiction,
55276648,The Reading List,Sara Nisha Adams,"Adams, Sara Nisha",,63025280,9780063025288,5,4.07,William Morrow,Hardcover,368,2021.0,2021.0,2022/01/15,2021/08/09,,,read,,,,1,0,Fiction,
43126457,Trick Mirror: Reflections on Self-Delusion,Jia Tolentino,"Tolentino, Jia",,525510540,9780525510543,3,4.03,Random House,Hardcover,303,2019.0,2019.0,2022/01/13,2021/12/14,,,read,,,,1,0,Literary Collections,
50705179,Numbers Don't Lie: 71 Things You Need to Know About the World,Vaclav Smil,"Smil, Vaclav",,241454417,9780241454411,4,3.83,Viking,Hardcover,384,2020.0,2020.0,2021/10/07,2021/09/30,,,read,,,,1,0,Science,
55361205,A Promised Land,Barack Obama,"Obama, Barack",,1524763187,9781524763183,5,4.33,Crown,Kindle Edition,768,2020.0,2020.0,2022/01/07,2021/08/08,,,read,,,,1,0,Biography & Autobiography,
27220736,Shoe Dog: A Memoir by the Creator of Nike,Phil Knight,"Knight, Phil",,1501135910,9781501135910,5,4.47,Scribner,Hardcover,400,2016.0,2016.0,2022/01/07,2022/01/07,,,read,,,,1,0,Biography & Autobiography,
36885304,Flights,Olga Tokarczuk,"Tokarczuk, Olga",Jennifer  Croft,525534199,9780525534198,0,3.76,Riverhead Books,Hardcover,416,2018.0,2007.0,,2022/01/07,to-read,to-read (#20),to-read,,,,0,0,Fiction,
56988247,Memory Speaks: On Losing and Reclaiming Language and Self,Julie Sedivy,"Sedivy, Julie",,,9780674980280,0,4.12,Belknap Press: An Imprint of Harvard University Press,Hardcover,368,2021.0,,,2022/01/07,to-read,to-read (#19),to-read,,,,0,0,Psychology,
36684257,Aware: The Science and Practice of Presence--A Complete Guide to the Groundbreaking Wheel of Awareness Meditation Practice,Daniel J. Siegel,"Siegel, Daniel J.",,143111787,9780143111788,0,3.58,TarcherPerigee,Kindle Edition,397,2018.0,2018.0,,2022/01/03,to-read,to-read (#18),to-read,,,,0,0,Psychology,
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,,9780679744726,0,4.55,Vintage,Paperback,106,1992.0,1963.0,,2021/12/16,to-read,to-read (#17),to-read,,,,0,0,Biography & Autobiography,
7331435,A Visit from the Goon Squad,Jennifer Egan,"Egan, Jennifer",,307592839,9780307592835,0,3.7,Knopf,Hardcover,274,2010.0,2010.0,,2021/12/14,to-read,to-read (#16),to-read,,,,0,0,Fiction,
51777605,The Office of Historical Corrections,Danielle  Evans,"Evans, Danielle",,1594487332,9781594487330,5,4.17,Riverhead Books,Hardcover,269,2020.0,2020.0,2021/12/07,2021/07/10,,,read,,,,1,0,Fiction,
42815538,I Like to Watch: Arguing My Way Through the TV Revolution,Emily Nussbaum,"Nussbaum, Emily",,525508961,9780525508960,0,3.97,Random House,Hardcover,384,2019.0,2019.0,,2021/12/12,to-read,to-read (#15),to-read,,,,0,0,Literary Collections,
48727813,"She Who Became the Sun (The Radiant Emperor, #1)",Shelley Parker-Chan,"Parker-Chan, Shelley",,1250621798,9781250621795,4,3.85,Tor Books,Kindle Edition,416,2021.0,2021.0,2021/10/20,2021/12/11,,,read,,,,1,0,Fiction,
28186093,Against Everything: Essays,Mark Greif,"Greif, Mark",,1101871156,9781101871157,3,3.64,Pantheon,Hardcover,320,2016.0,2016.0,2021/12/01,2021/10/20,,,read,,,,1,0,Literary Collections,
54173267,Happy Hour,Marlowe Granados,"Granados, Marlowe",,1989919006,9781989919002,5,3.49,Flying Books,Paperback,280,2020.0,2020.0,2021/11/20,2021/08/27,,,read,,,,1,0,Fiction,
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,375508414,9780375508417,4,4.28,Random House,Hardcover,416,2002.0,1987.0,2018/3/15,2018/11/29,favorites,favorites (#3),read,,,,1,0,Fiction,
89997,The Ecology of Commerce: A Declaration of Sustainability,Paul Hawken,"Hawken, Paul",,887307043,9780887307041,3,4.12,HarperBusiness,Paperback,272,1994.0,1993.0,2021/1/7,2021/10/01,,,read,,,,1,0,Business & Economics,
34974310,The Last Black Unicorn,Tiffany Haddish,"Haddish, Tiffany",,1501181823,9781501181825,0,3.84,Gallery Books,Hardcover,288,2017.0,2017.0,,2021/08/24,to-read,to-read (#14),to-read,,,,0,0,Biography & Autobiography,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,,,5,4.14,Faber & Faber,Paperback,258,2005.0,1989.0,2021/12/10,2021/07/28,,,read,,,,1,0,Fiction,
6402364,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",Steven D. Levitt,"Levitt, Steven D.",Stephen J. Dubner,60889578,9780060889579,0,4.0,William Morrow,Hardcover,270,2009.0,2009.0,2017/8/15,2021/08/08,,,read,,,,1,0,Business & Economics,
18780949,Creative Confidence: Unleashing the Creative Potential Within Us All,Thomas  Kelley,"Kelley, Thomas",David Kelley,385349378,9780385349376,0,3.98,Crown Currency,Kindle Edition,306,2013.0,2013.0,,2021/08/08,to-read,to-read (#13),to-read,,,,0,0,Business & Economics,
55305389,Think Again: The Power of Knowing What You Don't Know,Adam M. Grant,"Grant, Adam M.",,1984878115,9781984878113,0,4.14,Viking,Kindle Edition,319,2021.0,2021.0,,2021/08/08,to-read,to-read (#12),to-read,,,,0,0,Business & Economics,
